comment,label,comment_clean,has_math_alnum,money_symbol_count,fire_symbol_count,special_char_ratio,number_ratio,stylized_char_ratio,char_count,word_count,avg_word_length,is_very_short
puas banget aing ending na,0,puas banget aing ending na,False,0,0,0.0,0.0,0.0,26,5,5.2,False
edwin sma smp,0,edwin sma smp,False,0,0,0.0,0.0,0.0,13,3,4.333333333333333,False
tiket dll bang 20jt bang,0,tiket dll bang 20jt bang,False,0,0,0.0,0.08333333333333333,0.0,24,5,4.8,False
gojo yg lucu banget bang gw pengen beli dah,0,gojo yg lucu banget bang gw pengen beli dah,False,0,0,0.0,0.0,0.0,43,9,4.777777777777778,False
𝐁𝐓𝐕❶❻❽ platform berkembang berinovasi ❶❻❽,1,btv❶❻❽ platform berkembang berinovasi ❶❻❽,True,0,0,0.0,0.14634146341463414,0.07317073170731707,41,5,8.2,False
gendut baju merah kick aja ajak vlog polusi sok ganteng cringe bang upi,0,gendut baju merah kick aja ajak vlog polusi sok ganteng cringe bang upi,False,0,0,0.0,0.0,0.0,71,13,5.461538461538462,False
prediksi kelak dafa kiper hebat,0,prediksi kelak dafa kiper hebat,False,0,0,0.0,0.0,0.0,31,5,6.2,False
notif langsung nonton habis jepe weton88 😂😂,1,notif langsung nonton habis jepe weton88 😂😂,False,0,0,0.046511627906976744,0.046511627906976744,0.0,43,7,6.142857142857143,False
sistem pendidikan ubah sesuai kebutuhan daerah nya kebutuhan pasar dunia,0,sistem pendidikan ubah sesuai kebutuhan daerah nya kebutuhan pasar dunia,False,0,0,0.0,0.0,0.0,72,10,7.2,False
ferry udah bener diem ijazah jokowi bacod seolah2 ga peduli fraud biarkan bekerjaa dosen kusmudjo udah terbongkar pembimbing skripsi sertifikat dilaporkan hilang polisi janggal pelawak qomar pakai ijazah palsu dipenjara intelek buta ajalah ma botak,0,ferry udah bener diem ijazah jokowi bacod seolah2 ga peduli fraud biarkan bekerjaa dosen kusmudjo udah terbongkar pembimbing skripsi sertifikat dilaporkan hilang polisi janggal pelawak qomar pakai ijazah palsu dipenjara intelek buta ajalah ma botak,False,0,0,0.0,0.004032258064516129,0.0,248,35,7.085714285714285,False
mas jga alor ntt,0,mas jga alor ntt,False,0,0,0.0,0.0,0.0,16,4,4.0,False
dok jerman nunggu dokter 2 jam janji 😅,0,dok jerman nunggu dokter 2 jam janji 😅,False,0,0,0.02631578947368421,0.02631578947368421,0.0,38,8,4.75,False
main santai 𝘈g𝐔𝐒𝑇о𝘛оeh dapet menang gak ketinggalan 🚔,1,main santai agustоtоeh dapet menang gak ketinggalan 🚔,True,0,0,0.018867924528301886,0.0,0.09433962264150944,53,8,6.625,False
daging asli,0,daging asli,False,0,0,0.0,0.0,0.0,11,2,5.5,False
basi pixelyoga2281,0,basi pixelyoga2281,False,0,0,0.0,0.2222222222222222,0.0,18,2,9.0,False
bang medyy coba ripiw versi nanami nya bangg udah sub,0,bang medyy coba ripiw versi nanami nya bangg udah sub,False,0,0,0.0,0.0,0.0,53,10,5.3,False
jepang kah,0,jepang kah,False,0,0,0.0,0.0,0.0,10,2,5.0,False
sby duduk dengerin bang ferry kuliah 😂,0,sby duduk dengerin bang ferry kuliah 😂,False,0,0,0.02631578947368421,0.0,0.0,38,7,5.428571428571429,False
bangga banget presiden terpopuler diduniaselamat bpk prabowo ❤,0,bangga banget presiden terpopuler diduniaselamat bpk prabowo ❤,False,0,0,0.016129032258064516,0.0,0.0,62,8,7.75,False
misool mas dagingnya raja ampaat ❤,0,misool mas dagingnya raja ampaat ❤,False,0,0,0.029411764705882353,0.0,0.0,34,6,5.666666666666667,False
setuju si,0,setuju si,False,0,0,0.0,0.0,0.0,9,2,4.5,False
ilmu gratis yg mahal makasi ferry irwandi,0,ilmu gratis yg mahal makasi ferry irwandi,False,0,0,0.0,0.0,0.0,41,7,5.857142857142857,False
surabaya dongg bang ferryyy,0,surabaya dongg bang ferryy,False,0,0,0.0,0.0,0.0,27,4,6.75,False
volix_media iya tragedi ka marlo hongkong 😅🤣😂,0,volix_media iya tragedi ka marlo hongkong 😅🤣😂,False,0,0,0.08888888888888889,0.0,0.0,45,7,6.428571428571429,False
sentani jayapura,0,sentani jayapura,False,0,0,0.0,0.0,0.0,16,2,8.0,False
rancak bana 👍,0,rancak bana 👍,False,0,0,0.07692307692307693,0.0,0.0,13,3,4.333333333333333,False
nitizen info keturunan towel kritiknya 😅,0,nitizen info keturunan towel kritiknya 😅,False,0,0,0.025,0.0,0.0,40,6,6.666666666666667,False
ahh engga allianz ga menjamin perawatan gangguan kejiwaan tau,0,ahh engga allianz ga menjamin perawatan gangguan kejiwaan tau,False,0,0,0.0,0.0,0.0,61,9,6.777777777777778,False
crow zero versi indonesia high and low versi indonesia 😁 😁,0,crow zero versi indonesia high and low versi indonesia 😁 😁,False,0,0,0.034482758620689655,0.0,0.0,58,11,5.2727272727272725,False
kasian miskin judi,0,kasian miskin judi,False,0,0,0.0,0.0,0.0,18,3,6.0,False
rani rani lucu loh wkwk,0,rani rani lucu loh wkwk,False,0,0,0.0,0.0,0.0,23,5,4.6,False
indonesia gampang simpati tinggal lu memelas jualan omong udh beres gak jualan kebijakan kemampuan diplomasi internasional dll krn sdm nya rendah mudah ditipu dgn iming2 bansos,0,indonesia gampang simpati tinggal lu memelas jualan omong udh beres gak jualan kebijakan kemampuan diplomasi internasional dll krn sdm nya rendah mudah ditipu dgn iming2 bansos,False,0,0,0.0,0.005681818181818182,0.0,176,26,6.769230769230769,False
302 bener bener kaget bng 🗿,0,302 bener bener kaget bng 🗿,False,0,0,0.037037037037037035,0.1111111111111111,0.0,27,6,4.5,False
pulau777 tampil desain modern,1,pulau77 tampil desain modern,False,0,0,0.0,0.10344827586206896,0.0,29,4,7.25,False
pantesan gw klo lg laper tp aus trs gw minum teh kotak aus gw ilang laper gw ilang,0,pantesan gw klo lg laper tp aus trs gw minum teh kotak aus gw ilang laper gw ilang,False,0,0,0.0,0.0,0.0,82,18,4.555555555555555,False
masyaaallah kerennn,0,masyaallah kerenn,False,0,0,0.0,0.0,0.0,19,2,9.5,False
gojonya diups gak bang,0,gojonya diups gak bang,False,0,0,0.0,0.0,0.0,22,4,5.5,False
madang lawohmu opo jon,0,madang lawohmu opo jon,False,0,0,0.0,0.0,0.0,22,4,5.5,False
aja ente ngeyel akalmu yg separo gus gus logika seterang kau pahami ahli yg kau maksud narasi yg kau perjuangkan membuang tenaga utk yg gak berguna gak manfaatnya org² model kau hnya domba yg digiring sesuai kebutuhan arah politik 😂,0,aja ente ngeyel akalmu yg separo gus gus logika seterang kau pahami ahli yg kau maksud narasi yg kau perjuangkan membuang tenaga utk yg gak berguna gak manfaatnya org2 model kau hnya domba yg digiring sesuai kebutuhan arah politik 😂,False,0,0,0.004310344827586207,0.004310344827586207,0.0,232,40,5.8,False
budget brapa kesana om,0,budget brapa kesana om,False,0,0,0.0,0.0,0.0,22,4,5.5,False
nyales asuransi 😮😮,0,nyales asuransi 😮😮,False,0,0,0.1111111111111111,0.0,0.0,18,3,6.0,False
bang klo menurutku sih yg scene gudang yg berasa diputer² mulu sih krn emang dibikin realistis edwin dll yg kejebak gudang sosok hero menemukan jalan instan berpikir layaknya manusia terkadang ide² dipikirkan berjalan mulus spt yg niatnya si rangga bapaknya biar buka pintu gudang dijebak jefri trus si edwin gabisa nolongin bapaknya rangga yg kebakar krn situasi tegang pastinya edwin stress shg gabisa berpikir jernih ketemu jalan ventilasi akhir² overall ni film nya siksa kubur tetep sih satu²nya film bang jokan yg bikin gw gabisa napas 2 jam film saking menegangkannya,0,bang klo menurutku sih yg scene gudang yg berasa diputer2 mulu sih krn emang dibikin realistis edwin dll yg kejebak gudang sosok hero menemukan jalan instan berpikir layaknya manusia terkadang ide2 dipikirkan berjalan mulus spt yg niatnya si rangga bapaknya biar buka pintu gudang dijebak jefri trus si edwin gabisa nolongin bapaknya rangga yg kebakar krn situasi tegang pastinya edwin stress shg gabisa berpikir jernih ketemu jalan ventilasi akhir2 overall ni film nya siksa kubur tetep sih satu2nya film bang jokan yg bikin gw gabisa napas 2 jam film saking menegangkannya,False,0,0,0.0,0.008710801393728223,0.0,574,91,6.3076923076923075,False
hadirrrrrrrrrrrr,0,hadirr,False,0,0,0.0,0.0,0.0,16,1,16.0,False
beeeh dapet materi s2 free,0,beeh dapet materi s2 free,False,0,0,0.0,0.038461538461538464,0.0,26,5,5.2,False
bener² bwrasa kuliahh cuy,0,bener2 bwrasa kuliahh cuy,False,0,0,0.0,0.04,0.0,25,4,6.25,False
hadir banh 🎉,0,hadir banh 🎉,False,0,0,0.08333333333333333,0.0,0.0,12,3,4.0,False
top bang arsal 🤩🔥,0,top bang arsal 🤩🔥,False,0,1,0.11764705882352941,0.0,0.0,17,4,4.25,False
keren kak puas durasi panjangnya,0,keren kak puas durasi panjangnya,False,0,0,0.0,0.0,0.0,32,5,6.4,False
xynnna15 kiko,0,xynna15 kiko,False,0,0,0.0,0.15384615384615385,0.0,13,2,6.5,False
🤘🤘🤘🔥,0,🤘🤘🔥,False,0,1,1.0,0.0,0.0,4,1,4.0,False
indonesia midonesia,0,indonesia midonesia,False,0,0,0.0,0.0,0.0,19,2,9.5,False
what kiko 10jt,0,what kiko 10jt,False,0,0,0.0,0.14285714285714285,0.0,14,3,4.666666666666667,False
bangganya rakyat indonesia presiden prabowo ❤🫰,0,bangganya rakyat indonesia presiden prabowo ❤🫰,False,0,0,0.043478260869565216,0.0,0.0,46,6,7.666666666666667,False
gak ngaruhgk manfaatnya presiden vietnam gk terkenal investor yg masuk,0,gak ngaruhgk manfaatnya presiden vietnam gk terkenal investor yg masuk,False,0,0,0.0,0.0,0.0,70,10,7.0,False
jefry ketahuan keponakan nya edwin gara2 nonton video nya maksud video nya gimana sih gw kyknya blm paham ketahuan jefry keponakan nya edwin video gimana 😅,0,jefry ketahuan keponakan nya edwin gara2 nonton video nya maksud video nya gimana sih gw kyknya blm paham ketahuan jefry keponakan nya edwin video gimana 😅,False,0,0,0.0064516129032258064,0.0064516129032258064,0.0,155,26,5.961538461538462,False
menit 2900 berhenti rokok,0,menit 2900 berhenti rokok,False,0,0,0.0,0.16,0.0,25,4,6.25,False
penawaran otonomi pemerintah strategi penguluran menghentikan konflik bersenjata membeli memperkuat posisi militer solusi pemotongan kekhususan bertahap kekhususan amputasi total penawaran otonomi tulus taktik mengelola konflik otonomi kategori taktik 1 taktik pembagian perhatian divide et impera memecah perhatian kekuatan gerakan separatis 2 taktik pengalihan isu issue deflection mengalihkan perhatian isu kemerdekaan isu otonomi 3 taktik pembelian buying time membeli memperkuat posisi pemerintah 4 taktik pelemahan gerakan movement weakening melemahkan gerakan separatis kemenangan semu otonomi bertahap dikurangi teramputasi sepenuhnya otonomi strategi penaklukan separatis bertahap,0,penawaran otonomi pemerintah strategi penguluran menghentikan konflik bersenjata membeli memperkuat posisi militer solusi pemotongan kekhususan bertahap kekhususan amputasi total penawaran otonomi tulus taktik mengelola konflik otonomi kategori taktik 1 taktik pembagian perhatian divide et impera memecah perhatian kekuatan gerakan separatis 2 taktik pengalihan isu issue deflection mengalihkan perhatian isu kemerdekaan isu otonomi 3 taktik pembelian buying time membeli memperkuat posisi pemerintah 4 taktik pelemahan gerakan movement weakening melemahkan gerakan separatis kemenangan semu otonomi bertahap dikurangi teramputasi sepenuhnya otonomi strategi penaklukan separatis bertahap,False,0,0,0.0,0.005805515239477504,0.0,689,82,8.402439024390244,False
happy banget main 𝘼 𝘏 𝑀 а 𝐃 𝐓 о 𝘛 𝐎menangnya 🎮,1,happybangetmainahmаdtоtomenangnya🎮,True,0,0,0.021739130434782608,0.0,0.15217391304347827,46,13,3.5384615384615383,False
berekspektasi warga indo serba salah semoga usaha raymond meningkatkan literasi warga indo berhasil jgn kayak hewan ternak giring kesana giring kesini nurut belajar sejarah ribuan klo pemimpinnya error pemimpinnya yg lengser bangsa masyarakatnya klo masyarakatnya ikutan error 1 bangsa 1 negara wilayah ngeri 🤣,0,berekspektasi warga indo serba salah semoga usaha raymond meningkatkan literasi warga indo berhasil jgn kayak hewan ternak giring kesana giring kesini nurut belajar sejarah ribuan klo pemimpinnya error pemimpinnya yg lengser bangsa masyarakatnya klo masyarakatnya ikutan error 1 bangsa 1 negara wilayah ngeri 🤣,False,0,0,0.0032258064516129032,0.0064516129032258064,0.0,310,44,7.045454545454546,False
emang ga kegunaannya ijazah p mahfud kejahatan yg dr pd sekedar ijasah hutang menumpuk penghematan belanja pemerintah disebabkan salah satunya membangunan brutal ikn apbn,0,emang ga kegunaannya ijazah p mahfud kejahatan yg dr pd sekedar ijasah hutang menumpuk penghematan belanja pemerintah disebabkan salah satunya membangunan brutal ikn apbn,False,0,0,0.0,0.0,0.0,170,24,7.083333333333333,False
keren bang ferry ditunggu episode 😮,0,keren bang ferry ditunggu episode 😮,False,0,0,0.02857142857142857,0.0,0.0,35,6,5.833333333333333,False
cinematic nyaa kereennnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0,cinematic nyaa kereenn,False,0,0,0.0,0.0,0.0,70,3,23.333333333333332,False
kasih tau bang yg org pda blng ad opmkkb gak papua,0,kasih tau bang yg org pda blng ad opmkkb gak papua,False,0,0,0.0,0.0,0.0,50,11,4.545454545454546,False
sergio marquina alias professor ytta,0,sergio marquina alias professor ytta,False,0,0,0.0,0.0,0.0,36,5,7.2,False
𝐷 𝑂 я 𝘈 𝟽 7menawarkan pendekatan berbeda keterlibatan daring 🧆,1,doяa77menawarkanpendekatanberbedaketerlibatandaring🧆,True,0,0,0.016129032258064516,0.03225806451612903,0.06451612903225806,62,11,5.636363636363637,False
dr tirta banget enjoy marco marlo,0,dr tirta banget enjoy marco marlo,False,0,0,0.0,0.0,0.0,33,6,5.5,False
wow bang celink berbohong 😮,0,wow bang celink berbohong 😮,False,0,0,0.037037037037037035,0.0,0.0,27,5,5.4,False
mantap dokter tirta pokoknya 👏👏👏,0,mantap dokter tirta pokoknya 👏👏,False,0,0,0.09375,0.0,0.0,32,5,6.4,False
mantaap daa fery 🤙,0,mantaap daa fery 🤙,False,0,0,0.05555555555555555,0.0,0.0,18,4,4.5,False
nahh mikirrr karna sihh pengen langsung pulang 😂,0,nahh mikirr karna sihh pengen langsung pulang 😂,False,0,0,0.020833333333333332,0.0,0.0,48,8,6.0,False
prabowo dukungan fraksi militer menyerang antek2 asing pengkhianat,0,prabowo dukungan fraksi militer menyerang antek2 asing pengkhianat,False,0,0,0.0,0.015151515151515152,0.0,66,8,8.25,False
ugly win karna pemaen belanda,0,ugly win karna pemaen belanda,False,0,0,0.0,0.0,0.0,29,5,5.8,False
kemenangan sejuta alasan main 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 🔥 🔥,1,kemenangansejutaalasanmainpluto88🔥🔥,True,0,2,0.0425531914893617,0.0425531914893617,0.14893617021276595,47,13,3.6153846153846154,False
251 jir puskesmas turi deket rumah gua mahdepan nya kelurahan donokerto 😁,0,251 jir puskesmas turi deket rumah gua mahdepan nya kelurahan donokerto 😁,False,0,0,0.0136986301369863,0.0410958904109589,0.0,73,12,6.083333333333333,False
modal diperoleh 𝐃 𝑂 𝑅 a 𝟳 𝟳 menginspirasi berwirausaha 😞,1,modaldiperolehdora77menginspirasiberwirausaha😞,True,0,0,0.017857142857142856,0.03571428571428571,0.08928571428571429,56,11,5.090909090909091,False
anjir matkul gw 😅,0,anjir matkul gw 😅,False,0,0,0.058823529411764705,0.0,0.0,17,4,4.25,False
dr tirta yg nyenggol apapun klo rg dikomeni,0,dr tirta yg nyenggol apapun klo rg dikomeni,False,0,0,0.0,0.0,0.0,43,8,5.375,False
laknat promosi judol dikonten orang orang,0,laknat promosi judol dikonten orang orang,False,0,0,0.0,0.0,0.0,41,6,6.833333333333333,False
kiko 10 juta 😂,0,kiko 10 juta 😂,False,0,0,0.07142857142857142,0.14285714285714285,0.0,14,4,3.5,False
25 jt 😮😮😮😮,0,25 jt 😮😮,False,0,0,0.4,0.2,0.0,10,3,3.3333333333333335,False
berkat d 𝐎 𝑅 a 7 7 peluang usaha modal 🦚,1,berkatdora77peluangusahamodal🦚,True,0,0,0.025,0.05,0.05,40,11,3.6363636363636362,False
aaademayem terimakasih mas 🙏,0,aademayem terimakasih mas 🙏,False,0,0,0.03571428571428571,0.0,0.0,28,4,7.0,False
hjb,0,hjb,False,0,0,0.0,0.0,0.0,3,1,3.0,True
bang fer menurutku susah pendatang kalo modal tumbnail judul clickbait durasi 10 menit menurutku penonton menonton video yt berpengaruh ketertarikan penonton nontonin yt kalo youtube menurutku org dpt fame dlu tempetplatform engagement platform konsisten udh nemuin brandingan barulah main youtube bang fer yg dlu terkenal x melejit youtube kenal musuh pemerintahan wkwkwk,0,bang fer menurutku susah pendatang kalo modal tumbnail judul clickbait durasi 10 menit menurutku penonton menonton video yt berpengaruh ketertarikan penonton nontonin yt kalo youtube menurutku org dpt fame dlu tempetplatform engagement platform konsisten udh nemuin brandingan barulah main youtube bang fer yg dlu terkenal x melejit youtube kenal musuh pemerintahan wkwkwk,False,0,0,0.0,0.005376344086021506,0.0,372,52,7.153846153846154,False
papua tanah yg ku dambakan 😢,0,papua tanah yg ku dambakan 😢,False,0,0,0.03571428571428571,0.0,0.0,28,6,4.666666666666667,False
mencari perspektif a𝐆𝘜s𝙏𝑂𝙏𝐎layak dipertimbangkan 🌭,1,mencari perspektif agustotolayak dipertimbangkan 🌭,True,0,0,0.02,0.0,0.12,50,5,10.0,False
next review sinners bang 🔥,0,next review sinners bang 🔥,False,0,1,0.038461538461538464,0.0,0.0,26,5,5.2,False
tolong review filem malaysia yg lepas tahluk lahad datu,0,tolong review filem malaysia yg lepas tahluk lahad datu,False,0,0,0.0,0.0,0.0,55,9,6.111111111111111,False
spongebob beli patung ronaldo bank,0,spongebob beli patung ronaldo bank,False,0,0,0.0,0.0,0.0,34,5,6.8,False
𝘋 𝙊 я 𝐴 𝟽 𝟳 membuka peluang membeli rumah hasil optimal 🐛,1,doяa77membukapeluangmembelirumahhasiloptimal🐛,True,0,0,0.017543859649122806,0.03508771929824561,0.08771929824561403,57,13,4.384615384615385,False
dibaca polanya bikin huru hara dinegri masuk ranah hukum ujung ujungnya kabur negeri sponsor asing indonesia stabilitas goyah,0,dibaca polanya bikin huru hara dinegri masuk ranah hukum ujung ujungnya kabur negeri sponsor asing indonesia stabilitas goyah,False,0,0,0.0,0.0,0.0,125,18,6.944444444444445,False
hdr 😅,0,hdr 😅,False,0,0,0.2,0.0,0.0,5,2,2.5,False
ak,0,ak,False,0,0,0.0,0.0,0.0,2,1,2.0,True
1445 fyi mc main character karakter utama bahasa jepang shujinkou 主人公 shounen 少年 anakremaja lakilaki merujuk pasar dimana genre mangaanimegame shinen tergantung konteks kanji baca aslinya terbatas pemikiran jurang berhubungan kematian,0,1445 fyi mc main character karakter utama bahasa jepang shujinkou 主人公 shounen 少年 anakremaja lakilaki merujuk pasar dimana genre mangaanimegame shinen tergantung konteks kanji baca aslinya terbatas pemikiran jurang berhubungan kematian,False,0,0,0.0,0.017094017094017096,0.0,234,31,7.548387096774194,False
sihh,0,sihh,False,0,0,0.0,0.0,0.0,4,1,4.0,False
qq,0,qq,False,0,0,0.0,0.0,0.0,2,1,2.0,True
undang kak rara bang facefuchsiatongueoutfacefuchsiatongueoutfacefuchsiatongueout,0,undang kak rara bang facefuchsiatongueoutfacefuchsiatongueoutfacefuchsiatongueout,False,0,0,0.0,0.0,0.0,81,5,16.2,False
pengamat sesat mengutamakan keraguan dibanding keberhasilan prabowo inila pengamat konsisten dngn watak negatifnya pemerintah 😂,0,pengamat sesat mengutamakan keraguan dibanding keberhasilan prabowo inila pengamat konsisten dngn watak negatifnya pemerintah 😂,False,0,0,0.007874015748031496,0.0,0.0,127,15,8.466666666666667,False
rezeki melimpah kali main d о 𝘙 𝐴 𝟳 𝟳benarbenar 🎷,1,rezekimelimpahkalimaindоra77benarbenar🎷,True,0,0,0.02040816326530612,0.04081632653061224,0.08163265306122448,49,11,4.454545454545454,False
mooner2103 salah kdm tergabung partai prabowo partai gerindra iya beliau partai golkar 1999 2023 beliau pindah gerindra kesimpulannya kdm 1 koalisi prabowo 1 partai prabowo anggota partai status kdm dipilih gerindra calon gubernur jawa barat terpilih gubernur jawa barat,0,mooner2103 salah kdm tergabung partai prabowo partai gerindra iya beliau partai golkar 199 2023 beliau pindah gerindra kesimpulannya kdm 1 koalisi prabowo 1 partai prabowo anggota partai status kdm dipilih gerindra calon gubernur jawa barat terpilih gubernur jawa barat,False,0,0,0.0,0.05185185185185185,0.0,270,39,6.923076923076923,False
populer dr mananya ya 😂,0,populer dr mananya ya 😂,False,0,0,0.043478260869565216,0.0,0.0,23,5,4.6,False
ya prcuma sj hnya untk trpplermmng rakyat ksh kpplran trsbutrakyat mah yng pntng bs cr rejeki untk mnghdpi klrga bs mkn shari2 mdh mncri pkrjaan kpplran ga pngruh rakyat kcl mah,0,ya prcuma sj hnya untk trpplermmng rakyat ksh kpplran trsbutrakyat mah yng pntng bs cr rejeki untk mnghdpi klrga bs mkn shari2 mdh mncri pkrjaan kpplran ga pngruh rakyat kcl mah,False,0,0,0.0,0.005649717514124294,0.0,177,31,5.709677419354839,False
arifnugraha86 iya mrka dah mateng dipersiapin dr jauh2 gw kebayangnya perlakuan kim jong un atlet keluarganya masabedanya atlet korut lbh parah dr atlet badminton china hidup mati sekeluarganya prnh dngr atlet badminton china klo g salah pdhl juara 2 gtu tp klo g salah yak dicemooh ama tetangga sekutar g dianggep g kebayang korut gmna positifnya keterbatasan emng yg mecut sih taruhan nyawa kalo beneran jong un bertitah ngasih hukuman tp gw g sedih2 bngt emng fokus jd pelajaran aja seenggaknya asean udh g terseok2 ama malaysia yg suka menang aff 😭 🥲,0,arifnugraha86 iya mrka dah mateng dipersiapin dr jauh2 gw kebayangnya perlakuan kim jong un atlet keluarganya masabedanya atlet korut lbh parah dr atlet badminton china hidup mati sekeluarganya prnh dngr atlet badminton china klo g salah pdhl juara 2 gtu tp klo g salah yak dicemooh ama tetangga sekutar g dianggep g kebayang korut gmna positifnya keterbatasan emng yg mecut sih taruhan nyawa kalo beneran jong un bertitah ngasih hukuman tp gw g sedih2 bngt emng fokus jd pelajaran aja seenggaknya asean udh g terseok2 ama malaysia yg suka menang aff 😭 🥲,False,0,0,0.0036101083032490976,0.010830324909747292,0.0,554,93,5.956989247311828,False
tumben bang jhon motivasi vidionya,0,tumben bang jhon motivasi vidionya,False,0,0,0.0,0.0,0.0,34,5,6.8,False
bang flores,0,bang flores,False,0,0,0.0,0.0,0.0,11,2,5.5,False
indah banget,0,indah banget,False,0,0,0.0,0.0,0.0,12,2,6.0,False
yg jaket jeans prabu revolusi,0,yg jaket jeans prabu revolusi,False,0,0,0.0,0.0,0.0,29,5,5.8,False
hhadirrrrrrr,0,hhadirr,False,0,0,0.0,0.0,0.0,12,1,12.0,False
senang mendengarkan drtirta bicara isinya daging makasih dokter,0,senang mendengarkan drtirta bicara isinya daging makasih dokter,False,0,0,0.0,0.0,0.0,63,8,7.875,False
nonton film sadis njir bnyk gore gitu darahmasih eneg pusing gw gr2 nih film 😵 💫,0,nonton film sadis njir bnyk gore gitu darahmasih eneg pusing gw gr2 nih film 😵 💫,False,0,0,0.025,0.0125,0.0,80,16,5.0,False
harga kiko bnyak variasinya yah 😂,0,harga kiko bnyak variasinya yah 😂,False,0,0,0.030303030303030304,0.0,0.0,33,6,5.5,False
membership gmn weh,0,membership gmn weh,False,0,0,0.0,0.0,0.0,18,3,6.0,False
prabowo menang capres tuolol parpol2 bangsat wni dongo,0,prabowo menang capres tuolol parpol2 bangsat wni dongo,False,0,0,0.0,0.018518518518518517,0.0,54,8,6.75,False
jujur plot twist ponakannya si jefri udah feeling duluan 🙂,0,jujur plot twist ponakannya si jefri udah feeling duluan 🙂,False,0,0,0.017241379310344827,0.0,0.0,58,10,5.8,False
komplotan upsss,0,komplotan upss,False,0,0,0.0,0.0,0.0,15,2,7.5,False
btw pake jaket jeans biru timses 02 materi ferry irwandi menampar mukanya kemenangan diperoleh kualitas buruk adu gagasan intelektualitas,0,btw pake jaket jeans biru timses 02 materi ferry irwandi menampar mukanya kemenangan diperoleh kualitas buruk adu gagasan intelektualitas,False,0,0,0.0,0.014598540145985401,0.0,137,19,7.2105263157894735,False
𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 janji real profit 🔥 🔥,1,pluto88janjirealprofit🔥🔥,True,0,2,0.05714285714285714,0.05714285714285714,0.2,35,12,2.9166666666666665,False
bang umboxing evanglion 001 murah mahal,0,bang umboxing evanglion 001 murah mahal,False,0,0,0.0,0.07692307692307693,0.0,39,6,6.5,False
bang jon film marco india brutal abis bang,0,bang jon film marco india brutal abis bang,False,0,0,0.0,0.0,0.0,42,8,5.25,False
vedio diapload 8 thun yg,0,vedio diapload 8 thun yg,False,0,0,0.0,0.041666666666666664,0.0,24,5,4.8,False
otaksehat mas kasih info aja penulisan dr gelar kehormatan doktor honoris causa ga pakai dr hc,0,otaksehat mas kasih info aja penulisan dr gelar kehormatan doktor honoris causa ga pakai dr hc,False,0,0,0.0,0.0,0.0,94,16,5.875,False
susah mas masyarakat ad hominem penilaian udah ga berdasarkan diperdebatkan dipercaya orang ngomong fakta realitas ga sesuai dengar otomatis dianggap fiktif ilusi belaka denger istilah dampak media sosial echo chamber that is it contoh jokowi bilang a b c ga didengerin udah ga logika udah terlanjur benci jokowi ad hominem masyarakat gibran politik dinasti lupa megawati anak sukarno cucunya megang dpr,0,susah mas masyarakat ad hominem penilaian udah ga berdasarkan diperdebatkan dipercaya orang ngomong fakta realitas ga sesuai dengar otomatis dianggap fiktif ilusi belaka denger istilah dampak media sosial echo chamber that is it contoh jokowi bilang a b c ga didengerin udah ga logika udah terlanjur benci jokowi ad hominem masyarakat gibran politik dinasti lupa megawati anak sukarno cucunya megang dpr,False,0,0,0.0,0.0,0.0,403,61,6.60655737704918,False
keren bgt bang videonya pemandangannya editannya suaranya gambarnya scripnya muanyaaa keren,0,keren bgt bang videonya pemandangannya editannya suaranya gambarnya scripnya muanyaa keren,False,0,0,0.0,0.0,0.0,91,11,8.272727272727273,False
hehe,0,hehe,False,0,0,0.0,0.0,0.0,4,1,4.0,False
noooo 101 😮,0,noo 101 😮,False,0,0,0.09090909090909091,0.2727272727272727,0.0,11,3,3.6666666666666665,False
maintence yg kontrol cerdas 😊😅😅,0,maintence yg kontrol cerdas 😊😅😅,False,0,0,0.0967741935483871,0.0,0.0,31,5,6.2,False
anjir kiko kayak manga nya gojo deh kiko rambut kuning,0,anjir kiko kayak manga nya gojo deh kiko rambut kuning,False,0,0,0.0,0.0,0.0,54,10,5.4,False
keren bang kualitas otak orang indonesia emang ditingkatkan,0,keren bang kualitas otak orang indonesia emang ditingkatkan,False,0,0,0.0,0.0,0.0,59,8,7.375,False
eh gw nungguin nya ya bang sebentar 😡,0,eh gw nungguin nya ya bang sebentar 😡,False,0,0,0.02702702702702703,0.0,0.0,37,8,4.625,False
pingin banget papua tp plane ticket so expensive wkt tinggal irian jaya ortu bertugas disana irian indahikan2an murah,0,pingin banget papua tp plane ticket so expensive wkt tinggal irian jaya ortu bertugas disana irian indahikan2an murah,False,0,0,0.0,0.008547008547008548,0.0,117,18,6.5,False
nggak nyangka hasilnya 𝘈 𝘟 𝐋 7 𝟽 𝟳luar 🏄,1,nggaknyangkahasilnyaaxl77luar🏄,True,0,0,0.025,0.075,0.125,40,10,4.0,False
duh gw gemeter bioskop aja gila bgt carut marut kepala liat adegan violence nya 😭,0,duh gw gemeter bioskop aja gila bgt carut marut kepala liat adegan violence nya 😭,False,0,0,0.012345679012345678,0.0,0.0,81,15,5.4,False
